"Symphorus nematophorus",7
"Todarodes pacificus",0
"Upeneus parvus",7
"Zeus capensis",7
"Barbonymus schwanenfeldii",6
"Centrolophus niger",6
"Centropomus mexicanus",6
"Crassostrea angulata",0
"Crenimugil crenilabis",6
"Dentex tumifrons",6
"Epigonus telescopus",6
"Cyclopsetta chittendeni",5
"Cypselurus agoo",5
"Dosidicus gigas",0
"Enteroctopus dofleini",0
"Eucidaris tribuloides",0
"Farfantepenaeus aztecus",0
"Haliotis laevigata",0
"Haliotis tuberculata",0
"Lambis lambis",0
"Liza grandisquamis",5
"Mactra sachalinensis",0
"Marsupenaeus japonicus",0
"Melicertus latisulcatus",0
"Mesocentrotus franciscanus",0
"Osphronemus goramy?",5
"Perna canaliculus",0
"Raja rhina",5
"Rapana venosa",0
"Sinotaia quadrata",0
"Spisula sachalinensis",0
"Tegillarca granosa",0
"Tenebrio molitor",0
"Zygochlamys delicatula",0
"Achatina fulica",0
"Acheta domesticus",0
"Allosmerus elongatus",4
"Alphitobius diaperinus",0
"Apis dorsata",0
"Arctica islandica",0
"Atrina pectinata",0
"Cancer magister",0
"Carcinus maenas",0
"Catostomus columbianus",4
"Cellana denticulata",0
"Cerastoderma edule",0
"Chlamys islandica",0
"Doryteuthis opalescens",0
"Ensis directus",0
"Fenneropenaeus penicillatus",0
"Genyonemus lineatus",4
"Glyptocephalus cynoglossus",4
"Gryllodes sigillatus",0
"Haliotis rubra",0
"Haliotis rufescens",0
"Homarus americanus",0
"Jasus edwardsii",0
"Lethocerus indicus",0
"Litopenaeus stylirostris",0
"Metacarcinus magister",0
"Metapenaeus affinis",0
"Mimachlamys varia",0
"Mizuhopecten yessoensis",0
"Mytilus chilensis",0
"Ovalipes punctatus",0
"Parapenaeus longirostris",0
"Patinopecten yessoensis",0
"Plectorhinchus lineatus",4
"Portunus trituberculatus",0
"Psettodes belcheri",4
"Pseudacanthotermes militaris",0
"Pseudacanthotermes spiniger",0
"Puntius sarana",4
"Raja binoculata",4
"Ranina ranina",0
"Saccostrea glomerata",0
"Scomberomorus sierra",4
"Sebastes nigrocinctus",4
"Sphyrna tudes",4
"Spirinchus starksi",4
"Stenotomus caprinus",4
"Strongylocentrotus purpuratus",0
"Styela clava",0
"Tectura testudinalis",0
"Tilapia rendalli",4
"Tonna galea",0
"Aetobatus narinari",3
"Aliger gigas",0
"Ammodytes americanus",3
"Amusium japonicum",0
"Anisotremus interruptus",3
"Apocryptes bato",3
"Aristaeomorpha foliacea",0
"Aristaeopsis edwardsiana",0
"Babylonia areolata",0
"Carcharhinus isodon",3
"Cephalophus natalensis",3
"Chondracris rosea",0
"Cleisthenes pinetorum",3
"Dentex dentex",3
"Epinephelus poecilonotus",3
"Farfantepenaeus notialis",0
"Haliotis roei",0
"Illex argentinus",0
"Kuhlia marginata",3
"Lethrinus xanthochilus",3
"Limanda ferruginea",3
"Limanda proboscidea",3
"Limanda punctatissima",3
"Lithodes santolla",0
"Littorina littorea",0
"Lutjanus aratus",3
"Microstomus kitt",3
"Modiolus modiolus",0
"Monodonta turbinata",0
"Nephrops norvegicus",0
"Nephropsis aculeata",0
"Octopus minor",0
"Ommastrephes bartramii",0
"Palaemon serratus",0
"Pangasius sanitwongsei",3
"Panulirus marginatus",0
"Paralithodes brevipes",0
"Paralithodes camtschaticus",0
"Paralithodes platypus",0
"Pleoticus muelleri",0
"Puntius sophore",3
"Raja inornata",3
"Raja stellulata",3
"Rhacochilus vacca",3
"Rossia macrosoma",0
"Sagmariasus verreauxi",0
"Salmostoma bacaila",3
"Saurida elongata",3
"Scophthalmus rhombus",3
"Solenocera melantho",0
"Strombus gigas",0
"Uroteuthis chinensis",0
"Argopecten gibbus",0
"Argopecten nucleus",0
"Berryteuthis magister",0
"Bothus ocellatus",2
"Callinectes arcuatus",0
"Callinectes bellicosus",0
"Cancer pagurus",0
"Cardisoma armatum",0
"Cephenemyia trompe",0
"Cheilopogon exsiliens",2
"Chelidonichthys lucernus",2
"Chionoecetes bairdi",0
"Chionoecetes japonicus",0
"Chlamys farreri",0
"Cipangopaludina chinensis",0
"Concholepas concholepas",0
"Crocothemis servilia",0
"Cyttus novaezealandiae",2
"Dicentrarchus punctatus",2
"Epinephelus nigritus",2
"Galeoides decadactylus",2
"Haliotis fulgens",0
"Hermosilla azurea",2
"Hoplopagrus guentherii",2
"Hoplostethus atlanticus",2
"Ibacus ciliatus",0
"Ilisha africana",2
"Lactophrys triqueter",2
"Leporinus obtusidens",2
"Litopenaeus setiferus",0
"Littorina sitkana",0
"Loligo vulgaris",0
"Loliolus beka",0
"Medialuna californiensis",2
"Mercenaria mercenaria",0
"Meretrix lyrata",0
"Monomia haanii",0
"Munida gregaria",0
"Mycteroperca phenax",2
"Myliobatis californica",2
"Narcine brasiliensis",2
"Nezara viridula",0
"Opsanus pardus",2
"Ostrea lurida",0
"Otolithoides pama",2
"Pandalus hypsinotus",0
"Pangasius gigas",2
"Panopea abrupta",0
"Panopea generosa",0
"Panulirus argus",0
"Panulirus interruptus",0
"Paralabrax clathratus",2
"Paralichthys patagonicus",2
"Patinopecten caurinus",0
"Pecten jacobaeus",0
"Penaeus setiferus",0
"Pollicipes polymerus",0
"Pseudotolithus senegalensis",2
"Raja texana",2
"Rhynchophorus phoenicis",0
"Ruditapes decussatus",0
"Sardinella janeiro",2
"Sardinops ocellatus",2
"Sciades herzbergii",2
"Scomberomorus regalis",2
"Scyllarides squammosus",0
"Sebastes borealis",2
"Sebastes carnatus",2
"Sepiola rondeletii",0
"Sepioteuthis australis",0
"Serranus atricauda",2
"Solen grandis",0
"Solen marginatus",0
"Somileptus gongota",2
"Squatina californica",2
"Squilla mantis",0
"Strombus pugilis",0
"Styela plicata",0
"Symphorichthys spilurus",2
"Tessaratoma quadrata",0
"Thelenota ananas",0
"Thyrsitops lepidopoides",2
"Turbo cornutus",0
"Urophycis brasiliensis",2
"Uroteuthis duvauceli",0
"Venerupis aspera",0
"Venerupis decussata",0
"Ambloplites cavifrons",1
"Amusium papyraceum",0
"Apsilus dentatus",1
"Argentina sphyraena",1
"Argyrosomus hololepidotus",1
"Atractoscion nobilis",1
"Busycotypus canaliculatus",0
"Caelorinchus fasciatus",1
"Calamus arctifrons",1
"Callinectes rathbunae",0
"Callinectes toxotes",0
"Carcharhinus altimus",1
"Carcharhinus signatus",1
"Chionoecetes opilio",0
"Chironemus marmoratus",1
"Chlamys hastata",0
"Chlamys rubida",0
"Chlorurus gibbus",1
"Citharichthys sordidus",1
"Clupea bentincki",1
"Corica soborna",1
"Crangon crangon",0
"Crepidula fornicata",0
"Cymbium olla",0
"Cynoscion parvipinnis",1
"Echinus esculentus",0
"Elops affinis",1
"Embassichthys bathybius",1
"Epinephelus analogus",1
"Epinephelus diacanthus",1
"Epinephelus heniochus",1
"Epinephelus mystacinus",1
"Equetus punctatus",1
"Equus africanus asinus",1
"Fenneropenaeus chinensis",0
"Geothelphusa dehaani",0
"Girella nigricans",1
"Gymnachirus melas",1
"Haemulon chrysargyreum",1
"Holothuria fuscogilva",0
"Holothuria poli",0
"Holothuria whitmaei",0
"Hypsophrys nicaraguensis",1
"Illex coindetii",0
"Isostichopus badionotus",0
"Jasus frontalis",0
"Lampris immaculatus",1
"Latris lineata",1
"Lethrinus miniatus",1
"Lithodes aequispinus",0
"Loligo forbesii",0
"Lolliguncula brevis",0
"Lopholithodes foraminatus",0
"Lottia gigantea",0
"Lutjanus guttatus",1
"Macruronus magellanicus",1
"Melicertus kerathurus",0
"Melicertus plebejus",0
"Menippe adina",0
"Menippe mercenaria",0
"Metanephrops rubellus",0
"Modiolus barbatus",0
"Mora moro",1
"Mulloidichthys dentatus",1
"Ophichthus rex",1
"Palinurus elephas",0
"Palinurus mauritanicus",0
"Panulirus inflatus",0
"Panulirus regius",0
"Paralomis granulosa",0
"Parancistrus aurantiacus",1
"Paranotothenia magellanica",1
"Pecten albicans",0
"Pellona ditchela",1
"Penaeus esculentus",0
"Pleoticus robustus",0
"Pleuronichthys decurrens",1
"Polyprion oxygeneios",1
"Pristipomoides flavipinnis",1
"Pseudapocryptes elongatus",1
"Puntius chola",1
"Rhinobatos lentiginosus",1
"Rhombosolea leporina",1
"Rhombosolea tapirina",1
"Ruspolia nitidula",0
"Samariscus triocellatus",1
"Sarda chiliensis",1
"Sardinella fimbriata",1
"Sciades parkeri",1
"Scyllarides brasiliensis",0
"Sebastes atrovirens",1
"Sebastes capensis",1
"Sebastes chlorostictus",1
"Sebastes chrysomelas",1
"Sebastes ensifer",1
"Sebastes gilli",1
"Sebastes lentiginosus",1
"Sebastes levis",1
"Sebastes melanosema",1
"Sebastes phillipsi",1
"Sebastes rastrelliger",1
"Sebastes rufinanus",1
"Sebastes serranoides",1
"Sebastes serriceps",1
"Sergia lucens",0
"Seriolella punctata",1
"Sillago domina",1
"Solenocera agassizii",0
"Sphyraena ensis",1
"Stromateus brasiliensis",1
"Triportheus elongatus",1
"Trophon geversianus",0
"Varanus giganteus",1
"Acanthurus gahhm",1
"Acetes japonicus",0
"Aequipecten glyptus",0
